Country Name,Short Name,year,Record,Built-up Land,Carbon,Cropland,Fishing Grounds,Forest Products,Grazing Land,Total,Data Quality Score,isoa2
Mexico,Mexico,2006,EFConsPerCap,0.0426784363353264,1.63240807202244,0.633896108334321,0.0706032184597232,0.316242561117889,0.312786977093212,3.00861537336291,3A,MX
Mexico,Mexico,2007,BiocapPerCap,0.0422764990323694,0,0.355618468308204,0.150311503949942,0.513398615906327,0.259941685580969,1.32154677277781,3A,MX
Mexico,Mexico,2007,EFConsPerCap,0.0422764990323694,1.69667001392641,0.606721054668375,0.0760395722548491,0.322262664716491,0.315964539878862,3.05993434447736,3A,MX
Mexico,Mexico,2008,BiocapPerCap,0.044007293623932,0,0.362239287151987,0.148306704264701,0.50357198377162,0.256659341802451,1.31478461061469,3A,MX
Mexico,Mexico,2008,EFConsPerCap,0.044007293623932,1.80854205986693,0.570060384349663,0.07282027437276,0.301735074329436,0.314013658909534,3.11117874545225,3A,MX
Mexico,Mexico,2009,BiocapPerCap,0.0400851168864277,0,0.323140400125538,0.146604403353489,0.49255458418572,0.254103607880536,1.25648811243171,3A,MX
Mexico,Mexico,2009,EFConsPerCap,0.0400851168864277,1.69665350829799,0.51707574373502,0.0674109408016408,0.247468982687098,0.29485514381343,2.86354943622161,3A,MX
Mexico,Mexico,2010,BiocapPerCap,0.0429797831938256,0,0.344809496376358,0.143931000844902,0.484511130352577,0.248604730909128,1.26483614167679,3A,MX
Mexico,Mexico,2010,EFConsPerCap,0.0429797831938256,1.99744227028725,0.54292797934838,0.069141317774742,0.257644826780923,0.274431172439811,3.18456734982494,3A,MX
Mexico,Mexico,2011,BiocapPerCap,0.0371126086696492,0,0.28770524462083,0.141046656426701,0.476021214951031,0.245136742314701,1.18702246698291,3A,MX
Mexico,Mexico,2011,EFConsPerCap,0.0371126086696492,1.65594876748808,0.489150925996608,0.0578161181846679,0.252811021946383,0.250317090715339,2.74315653300072,3A,MX
Mexico,Mexico,2012,BiocapPerCap,0.0436786155745935,0,0.335686179204666,0.138875991495099,0.46703248889986,0.240916954697773,1.22619022987199,3A,MX
Mexico,Mexico,2012,EFConsPerCap,0.0436786155745935,1.81772021163103,0.531387141917826,0.0590333759629956,0.253771020671082,0.237444398553512,2.94303476431104,3A,MX
Mexico,Mexico,2013,BiocapPerCap,0.0423431442985087,0,0.322168121402583,0.137472212547982,0.458508889506885,0.238894905811636,1.1993872735676,3A,MX
Mexico,Mexico,2013,EFConsPerCap,0.0423431442985087,1.55040809861135,0.490482862446423,0.0707052058044091,0.255700463737756,0.248565164936701,2.65820493983515,3A,MX
Mexico,Mexico,2014,BiocapPerCap,0.0454389946680881,0,0.341952670489394,0.135989088594552,0.450163199459488,0.236311740629253,1.20985569384078,3A,MX
Mexico,Mexico,2014,EFConsPerCap,0.0454389946680881,1.45071887647949,0.508650791914628,0.0786392378006468,0.251776142961822,0.240930403797574,2.57615444762224,3A,MX
Mexico,Mexico,2015,BiocapPerCap,0.0425822909377262,0,0.313041182785713,0.134600095015467,0.441318654938297,0.234077205447903,1.16561942912511,3A,MX
Mexico,Mexico,2015,EFConsPerCap,0.0425822909377262,1.45477248586528,0.496335755898431,0.0824980696886262,0.252050718875029,0.237048501559703,2.56528782282479,3A,MX
Mexico,Mexico,2016,BiocapPerCap,0.0461195055162483,0,0.32771220253689,0.133032132960774,0.434573594057233,0.231472899213795,1.17291033428494,3A,MX
Mexico,Mexico,2016,EFConsPerCap,0.0461195055162483,1.46349397232644,0.51969056277493,0.0820732605027615,0.254917947630492,0.236379409603491,2.60267465835436,3A,MX
